timestamp,open,high,low,close,volume
2024-01-01 00:00:00,101.72000000,104.75000000,101.51000000,103.07000000,691468.73000000
2024-01-01 04:00:00,103.07000000,103.98000000,101.44000000,102.51000000,425646.11000000
2024-01-01 08:00:00,102.49000000,104.95000000,101.78000000,104.32000000,644538.73000000
2024-01-01 12:00:00,104.33000000,106.39000000,103.86000000,105.98000000,779092.49000000
2024-01-01 16:00:00,105.99000000,109.07000000,105.83000000,108.81000000,1012433.63000000
2024-01-01 20:00:00,108.82000000,109.93000000,107.12000000,109.91000000,850130.68000000
2024-01-02 00:00:00,109.93000000,113.15000000,108.46000000,111.41000000,1512690.67000000
2024-01-02 04:00:00,111.41000000,114.70000000,110.89000000,114.47000000,1025196.57000000
2024-01-02 08:00:00,114.47000000,116.95000000,112.55000000,113.86000000,1689851.48000000
2024-01-02 12:00:00,113.86000000,114.38000000,107.66000000,109.61000000,1631668.33000000
2024-01-02 16:00:00,109.62000000,110.48000000,106.36000000,107.67000000,1187643.71000000
2024-01-02 20:00:00,107.67000000,108.90000000,106.02000000,106.73000000,784315.29000000
2024-01-03 00:00:00,106.72000000,108.70000000,106.48000000,108.11000000,722979.07000000
2024-01-03 04:00:00,108.11000000,109.90000000,107.09000000,107.81000000,911634.67000000
2024-01-03 08:00:00,107.80000000,109.38000000,102.30000000,103.42000000,1808389.76000000
2024-01-03 12:00:00,103.42000000,103.47000000,85.00000000,102.06000000,5272547.84000000
2024-01-03 16:00:00,102.03000000,103.30000000,95.21000000,97.38000000,2476710.43000000
2024-01-03 20:00:00,97.38000000,100.52000000,97.22000000,98.52000000,1028798.61000000
2024-01-04 00:00:00,98.52000000,102.00000000,97.54000000,101.10000000,1015153.15000000
2024-01-04 04:00:00,101.10000000,101.67000000,98.75000000,98.88000000,852262.81000000
2024-01-04 08:00:00,98.89000000,99.26000000,96.60000000,98.51000000,955438.12000000
2024-01-04 12:00:00,98.51000000,104.40000000,97.98000000,103.66000000,1641309.79000000
2024-01-04 16:00:00,103.66000000,106.86000000,101.49000000,105.16000000,1539521.95000000
2024-01-04 20:00:00,105.16000000,108.15000000,104.29000000,104.91000000,1231797.13000000
2024-01-05 00:00:00,104.91000000,105.48000000,98.50000000,100.95000000,1322337.22000000
2024-01-05 04:00:00,100.92000000,102.23000000,99.99000000,101.15000000,871011.61000000
2024-01-05 08:00:00,101.16000000,103.17000000,99.07000000,99.62000000,1151219.59000000
2024-01-05 12:00:00,99.63000000,101.44000000,96.72000000,98.03000000,1468753.85000000
2024-01-05 16:00:00,98.03000000,98.89000000,95.23000000,97.95000000,1181102.33000000
2024-01-05 20:00:00,97.96000000,100.47000000,97.68000000,99.94000000,709142.61000000
2024-01-06 00:00:00,99.93000000,100.30000000,97.76000000,98.66000000,508097.15000000
2024-01-06 04:00:00,98.66000000,98.92000000,91.53000000,94.50000000,1572363.83000000
2024-01-06 08:00:00,94.51000000,95.70000000,93.70000000,94.45000000,700329.54000000
2024-01-06 12:00:00,94.45000000,96.57000000,92.82000000,95.18000000,773560.19000000
2024-01-06 16:00:00,95.18000000,97.24000000,94.52000000,95.05000000,847744.84000000
2024-01-06 20:00:00,95.05000000,95.65000000,92.23000000,93.77000000,749382.48000000
